district,district_link,locale,locale_link,address
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,st-petersburg-florida,https://directory.iglesianicristo.net/locales/st-petersburg-florida,"3425 66th Avenue
Pinellas Park, Florida
33781, United State of America"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,tampa,https://directory.iglesianicristo.net/locales/tampa,"3425
66th avenue N.
Pinellas Park, Florida
33781, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,winter-garden-florida,https://directory.iglesianicristo.net/locales/winter-garden-florida,"The American Legion
Post #63, Post Office Box 771041
Winter Garden, Florida
34777, United States of America"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,blue-mountain,https://directory.iglesianicristo.net/locales/blue-mountain,"220 First Street
Collingwood, Ontario
L9Y 1A1, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,downtown-toronto-ontario,https://directory.iglesianicristo.net/locales/downtown-toronto-ontario,"1083 Pape Avenue
Toronto, Ontario
M4K 3W7, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,durham-ontario,https://directory.iglesianicristo.net/locales/durham-ontario,"1521 Harwood Avenue
Ajax, Ontario
L1T 4T9, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,markham-ontario,https://directory.iglesianicristo.net/locales/markham-ontario,"3321
McNicoll avenue
Scarborough , Ontario
M1V 5B3, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,toronto-central-ontario,https://directory.iglesianicristo.net/locales/toronto-central-ontario,"#71 Guestville Avenue
Toronto, Ontario
M6N-4N4, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,new-martket-gws,https://directory.iglesianicristo.net/locales/new-martket-gws,"22 Frank Kelly Drive
East Gwillimburg,
L3X 2X1, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,north-york-ontario-canada,https://directory.iglesianicristo.net/locales/north-york-ontario-canada,"255 Finch Avenue West
North York, Ontario
M2R 1M8, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,oshawa-ontario,https://directory.iglesianicristo.net/locales/oshawa-ontario,"CWS venue_37 Woodbine Place & AWS venue_241 Park Rd S,
L1j 4H1
Oshawa, Ontario
L1G 6K8, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,rexdale-ontario,https://directory.iglesianicristo.net/locales/rexdale-ontario,"Toronto Chapel
310 Burnhamthorpe Rd
Toronto ,
Ontario, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,richmond-hill,https://directory.iglesianicristo.net/locales/richmond-hill,"15 Church Lane
Thornhill, Ontario
L3T 1Z4, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,richview-ontario,https://directory.iglesianicristo.net/locales/richview-ontario,"CWS venue_Toronto chapel &AWS venue_18 Waterbury Drive
Etobicoke, Ontario
M9R3X6, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,rouge-park,https://directory.iglesianicristo.net/locales/rouge-park,"525 Morris Road
Scarborough, Ontario
M1C 1G2, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,sault-ste-marie-ontario-gws,https://directory.iglesianicristo.net/locales/sault-ste-marie-ontario-gws,"Microtel Sault Ste Marie Ontario
724 Great Road
Sault Ste. Marie, Ontario
P6B 5A3, Philippines"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,scarborough-ontario,https://directory.iglesianicristo.net/locales/scarborough-ontario,"710 Markham Road
Scarborough, Ontario
M1H-3C8, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,toronto-ontario,https://directory.iglesianicristo.net/locales/toronto-ontario,"310 Burnhamthorpe Road
Etobicoke, Ontario
M9B 2A1, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,vaughan-ontario,https://directory.iglesianicristo.net/locales/vaughan-ontario,"CWS venue at 6 Planters Crescent, Woodbridge & AWS venue_Vellore Town Hall 9541 Weston Road
Woodbridge, Ontario
L4H 2Y1, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,victoria-ontario-canada,https://directory.iglesianicristo.net/locales/victoria-ontario-canada,"Scarborough Chapel
710 Markham road
Scarborough , Ontario
M1H 2A8, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,wilson-heights,https://directory.iglesianicristo.net/locales/wilson-heights,"80 Regent Road,,
North York
Toronto, ON
M3K 1H3, Canada"
eastern-canada,https://directory.iglesianicristo.net/districts/eastern-canada,yorkdale-ontario,https://directory.iglesianicristo.net/locales/yorkdale-ontario,"80 Regent Road
North York, Ontario
M3K 1H3, Canada"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,american-samoa,https://directory.iglesianicristo.net/locales/american-samoa,"Faleniu Village
Pago pago
American Samoa,
96799, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,new-era-1,https://directory.iglesianicristo.net/locales/new-era-1,"91-931 Fort Weaver Rd
Ewa Beach, HI
96706, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,hilo,https://directory.iglesianicristo.net/locales/hilo,"(Weekend) Keaau Chapel 16-1398 Keaau-Pahoa Rd Keaau HI 96749
(Mid Week) 361 Haihai St.
Hilo, Hawaii
96720, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,honokaa,https://directory.iglesianicristo.net/locales/honokaa,"45-585 Pikake St.
Honokaa,
96727, Hawaii"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,honolulu,https://directory.iglesianicristo.net/locales/honolulu,"1021 Valley View Drive
Honolulu, Hawaii
96819, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kailua-kona,https://directory.iglesianicristo.net/locales/kailua-kona,"76-6165 Plumeria Road
Kailua-Kona , HI
96740, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kalaheo,https://directory.iglesianicristo.net/locales/kalaheo,"2-2455 Kaumualii Highway
Kalaheo, Hawaii
96741, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kalihi,https://directory.iglesianicristo.net/locales/kalihi,"2200 Kamehameha Hi-way
Honolulu, HI
96817, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kaneohe,https://directory.iglesianicristo.net/locales/kaneohe,"45-435 Aumoku
Honolulu, HI
96819, Hawaii"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kapolei-hawaii,https://directory.iglesianicristo.net/locales/kapolei-hawaii,"91-931 Fort Weaver Rd
Ewa Beach, HI
96706, Hawaii"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,keaau,https://directory.iglesianicristo.net/locales/keaau,"16-1398 Keaau-Pahoa Road
Keaau, Hawaii
96749, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kihei-ext,https://directory.iglesianicristo.net/locales/kihei-ext,"(Maui Chapel)
464 Waiehu Beach Road
Wailuku, Hawaii
96793, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,kunia,https://directory.iglesianicristo.net/locales/kunia,"(Waipahu Chapel: 94-592 Farrington Highway)
Waipahu, HI
96797, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,lahaina,https://directory.iglesianicristo.net/locales/lahaina,"1518 Malo Street
Lahaina, Hawaii
96761, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,lanai-gws,https://directory.iglesianicristo.net/locales/lanai-gws,"1518 Malo St.
Lanai City, Hi
96761, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,lihue,https://directory.iglesianicristo.net/locales/lihue,"Island School, Behind KCC
3-1875 Kaumualii Highway
Lihue, Hawaii
96766, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,maili,https://directory.iglesianicristo.net/locales/maili,"87-744 Meaulu Road
Waianae, Hawaii
96792, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,molakai-gws,https://directory.iglesianicristo.net/locales/molakai-gws,"182 Ulua Rd
Kaunakakai, HI
96748, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,naalehu,https://directory.iglesianicristo.net/locales/naalehu,"95-8254 Mamalahoa Highway
Naalehu, Hawaii
96772, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,north-shore,https://directory.iglesianicristo.net/locales/north-shore,"using Wahiawa chapel_1127 California Ave
Wahiawa, HI
96786, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,pearl-city,https://directory.iglesianicristo.net/locales/pearl-city,"765 Kamehameha Hwy.
Pearl City, HI
96782, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,pearl-harbor,https://directory.iglesianicristo.net/locales/pearl-harbor,"Best Western The Plaza Hotel
3253 N. Nimitz Hwy,
Honolulu, Hawaii
96819, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,wahiawa,https://directory.iglesianicristo.net/locales/wahiawa,"1127 California Avenue
Wahiawa, Hawaii
96786, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,diamond-head,https://directory.iglesianicristo.net/locales/diamond-head,"Kapahulu Community Center
3410 Campbell Ave.
Honolulu,
96815, Hawaii"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,waikoloa,https://directory.iglesianicristo.net/locales/waikoloa,"68-3672 Kokee St.
Waikoloa Village, Hawaii
96738, United States"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,wailuku,https://directory.iglesianicristo.net/locales/wailuku,"464 Waiehu Beach Road
Wailuku, Hawaii
96793, United States of America"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,waimanalo,https://directory.iglesianicristo.net/locales/waimanalo,"45-435 Aumoku
Kanbohe, Hawaii (HI)
96795, USA"
hawaii-pacific,https://directory.iglesianicristo.net/districts/hawaii-pacific,waipahu,https://directory.iglesianicristo.net/locales/waipahu,"94-592 Farrington Highway
Waipahu, Hawaii
96797, United States of America"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,ambato,https://directory.iglesianicristo.net/locales/ambato,"Edificio Burgos Y Freire
Calle Aveilanas y Avenida Los Guaytambos
Ciudad De Ambato Parroquia Urbana, Provincia Tungurahua
180101, Ecuador"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,chimaltenango-guatemala,https://directory.iglesianicristo.net/locales/chimaltenango-guatemala,"4-91 Zona 1
Chimaltenango,
4001, Guatemala"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,valle-hermon-panama,https://directory.iglesianicristo.net/locales/valle-hermon-panama,"Casa G20
Calle 77A Oeste
Hato Pintado,
Pueblo Nuevo, Ciudad De Panama"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,ciudad-de-panama,https://directory.iglesianicristo.net/locales/ciudad-de-panama,"Casa G20 Calle 77A
Oeste Hato Pintado
Pueblo Nuevo,
Ciudad de Panama, Panama"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,ciudad-juarez,https://directory.iglesianicristo.net/locales/ciudad-juarez,"Calle Villa
Juarez 280
Colonia Villas Del Valle, Ciudad Juarez
Chihuahua, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,cobrepanama,https://directory.iglesianicristo.net/locales/cobrepanama,"First Quantum Mining
LTD,
Colon Province, Panama"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,cuautitlan-gwsmexico,https://directory.iglesianicristo.net/locales/cuautitlan-gwsmexico,"Calle San Mateo Privada Fuentes De Abedules
Lote 12 Manzana 11, C asa 13,Lomas De San Francisco Tepojaco,
Cautitlan, Izcalli
54720, Estado de Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,dangriga-belize,https://directory.iglesianicristo.net/locales/dangriga-belize,"19 Isla Rd.
Stann Creek District,
Dangriga, Belize"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,granada-nicaragua,https://directory.iglesianicristo.net/locales/granada-nicaragua,"Shell Guapinol(Gasolinera)
8 Cuadra al Norte 2
Cuadra al Oeste,
Granada, Nicaragua"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,guatemala-city-guatemala,https://directory.iglesianicristo.net/locales/guatemala-city-guatemala,"Mada Industria Parque
La Brigada, Zona 7
Mixco,
, Guatemala"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,honduras,https://directory.iglesianicristo.net/locales/honduras,"591 Res.Cascadas
Choloma, Cortes
21112, Honduras"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,lima-peru,https://directory.iglesianicristo.net/locales/lima-peru,"Condominio Residential de Heroes de San Juan
Block 10-204,San Juan de Miraflores
Lima,
15801, Peru"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,los-andes-chile,https://directory.iglesianicristo.net/locales/los-andes-chile,"Pasaje Humberto Fernandez #307
Villa Trasandino, Los Andes
Chile, Chile"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,managua-city-nicagarua,https://directory.iglesianicristo.net/locales/managua-city-nicagarua,"Barrio Cuba Distrito II
Semafores de la Ceibita
2c Arriba 2 Al Lago Casa de dos pisos,
Managua , Nicaragua"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,manta,https://directory.iglesianicristo.net/locales/manta,"4 De Noviembre
Calle 318
Barrio Santa Clara,
Manabi, Ecuador"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,medelin-columbia-gws,https://directory.iglesianicristo.net/locales/medelin-columbia-gws,"Calle 20 Sur # 39a-72
Medellin,
050021, Columbia"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,mexicali-mexico-gws,https://directory.iglesianicristo.net/locales/mexicali-mexico-gws,"Avenida Jose Maria Michelena1998
Colonia Independencia
Mexicali,Baja California, Mexicali, B.C
, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,mexico-city-mexico,https://directory.iglesianicristo.net/locales/mexico-city-mexico,"Avenida Jardín 634
Colonia Euzdaki CP 02660
Mexico City, Azcapotzalco
02660, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,113,https://directory.iglesianicristo.net/locales/113,"113 Cerrada, Capellanias, Cerradas de Cumbres
Monterrey, Nuevo Loen CP.
64619, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,montevideo-uruguay-gws,https://directory.iglesianicristo.net/locales/montevideo-uruguay-gws,"2678 ESQ/8 de Octubre
Avenida Garibaldi
Montevideo,
11600, Uruguay"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,naucalpan-mexico-gws,https://directory.iglesianicristo.net/locales/naucalpan-mexico-gws,"C. Capulín 17,Ampliación Loma Linda,
Naucalpan de Juárez, México
53700, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,north-bogota-colombia,https://directory.iglesianicristo.net/locales/north-bogota-colombia,"Hna.Maria Luz Matoma's res._
Diagonal 69 D
Sur #18 J-63 Barrio Vista Hermosa, Ciudad Bolivar Bogota,Colombia, Bogota
, Colombia"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,paramaribo-central-suriname,https://directory.iglesianicristo.net/locales/paramaribo-central-suriname,"#15 Aukestraat
Paramaribo, Suriname
, USA"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,paute-ecuador,https://directory.iglesianicristo.net/locales/paute-ecuador,"Tacapamba
Azuay
Paute,
, Ecuador"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,port-area-ext-panama,https://directory.iglesianicristo.net/locales/port-area-ext-panama,"First Quantum Mining
LTD,
Colon Province, Panama"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,san-jose-costa-rica,https://directory.iglesianicristo.net/locales/san-jose-costa-rica,"Casa Estrera CR
San Rafael de Escazuz
San Jose,
, Costa Rica"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,san-miguel-el-grande-mexico,https://directory.iglesianicristo.net/locales/san-miguel-el-grande-mexico,"Calle Ignacio Zaragoza
San Miguel El Grande
Tlaxiaco,
Oaxaca, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,santiago-chile,https://directory.iglesianicristo.net/locales/santiago-chile,"Rodulfo Philippi
36 Santiago
Santiago,
, Chile"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,south-bogota-colombia,https://directory.iglesianicristo.net/locales/south-bogota-colombia,"Av. Boyacá
#79A-08
Engativá, South
Bogota, Colombia"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,sta-ana-el-salvador,https://directory.iglesianicristo.net/locales/sta-ana-el-salvador,"Hotel Tolteka
Sta. Ana,
Santa Ana, El Salvador"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,tijuana-mexico,https://directory.iglesianicristo.net/locales/tijuana-mexico,"Calle 6 de Enero 21380
Mariano Matamoros
Primera Seccion,
Tijuana, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,tlaxiaco,https://directory.iglesianicristo.net/locales/tlaxiaco,"Calle Tulipan No. 9
Barrio San Miguel, CP
69800, Tlaxiaco
Oaxaca, Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,villa-del-carbon-mexico,https://directory.iglesianicristo.net/locales/villa-del-carbon-mexico,"Afredo del Mazo
Villa Del Carbon,
06600, Estado de Mexico"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,villa-grecia-panama-republic,https://directory.iglesianicristo.net/locales/villa-grecia-panama-republic,"43-A Calle Principal,Villa Grecia
Alcalde Diaz, Las Cumbres
Ciudad de Panama ,
34002, Panama"
latin-america,https://directory.iglesianicristo.net/districts/latin-america,villanueva-honduras-gws,https://directory.iglesianicristo.net/locales/villanueva-honduras-gws,"#10 Residential Villareal Villa Nueva,
Cortez,
21000, Honduras"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,bakersfield-california,https://directory.iglesianicristo.net/locales/bakersfield-california,"2825 Mt. Vernon Avenue
Bakersfield, California
93306, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,burbank-california,https://directory.iglesianicristo.net/locales/burbank-california,"2006 W. Magnolia Blvd.
Burbank, California
91506, United States"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,delano-california,https://directory.iglesianicristo.net/locales/delano-california,"239 2nd street
McFarland, California
93250, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,eagle-rock-california,https://directory.iglesianicristo.net/locales/eagle-rock-california,"4565 North Figueroa Avenue
Los Angeles, California
90065, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,glendale-california,https://directory.iglesianicristo.net/locales/glendale-california,"141 N. Union avenue,
Los Angeles, CA
90065, USA_Los Angeles chapel"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,lancaster-california,https://directory.iglesianicristo.net/locales/lancaster-california,"558 W. Pillsbury Street
Lancaster, California
93534, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,los-angeles-california,https://directory.iglesianicristo.net/locales/los-angeles-california,"141 North Union Avenue
Los Angeles, California
90026, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,north-hollywood-california,https://directory.iglesianicristo.net/locales/north-hollywood-california,"14308 Nordhoff Street
Panorama City, California
91402, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,northridge-california,https://directory.iglesianicristo.net/locales/northridge-california,"No. Hollywood Chapel
14308 Nordhoff Street
Panorama City, California
91402, USA"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,oxnard-california,https://directory.iglesianicristo.net/locales/oxnard-california,"1277 East Collins St.
Oxnard,, California
93036, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,pasadena-california,https://directory.iglesianicristo.net/locales/pasadena-california,"40 N. Altadena Dr.
Suite 1
Pasadena, California
91107, United States of America"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,ridgecrest-california,https://directory.iglesianicristo.net/locales/ridgecrest-california,"1508 Pinto Street
Ridgecrest, California
93555, UNITED STATES OF AMERICA"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,san-fernando-valley-california,https://directory.iglesianicristo.net/locales/san-fernando-valley-california,"North Hollywood Chapel
14308 Nordhoff St
Panorama City, Ca
91402, USA"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,santa-clarita-california,https://directory.iglesianicristo.net/locales/santa-clarita-california,"19310 Avenue of the Oaks
Santa Clarita, California
91321, USA"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,santa-maria-california-1,https://directory.iglesianicristo.net/locales/santa-maria-california-1,"302 East Mill St
Santa Maria, CA
93458, USA"
los-angeles-county,https://directory.iglesianicristo.net/districts/los-angeles-county,woodland-hills-california,https://directory.iglesianicristo.net/locales/woodland-hills-california,"North Hollywood Chapel
14308 Nordhoff St
Panorama City, California
91402, United States of America"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,brandon,https://directory.iglesianicristo.net/locales/brandon,"334 Cornwallis
Crescent
Brandon, MB
R7A 6E9, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,burrows,https://directory.iglesianicristo.net/locales/burrows,"485 Ingersoll st.
Winnipeg, Manitoba
R3G 0R7, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,estevan-saskatchewan,https://directory.iglesianicristo.net/locales/estevan-saskatchewan,"428 Souris Avenue
Estevan , SK
S4A 1C3, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,fort-garry-manitoba,https://directory.iglesianicristo.net/locales/fort-garry-manitoba,"199 Garrioch Avenue
Winnipeg, MB
R3J 2T4, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,humboldt-saskatchewan,https://directory.iglesianicristo.net/locales/humboldt-saskatchewan,"716 9th st.
Humboldt, Saskatchewan
S0K-2A0, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,lloydminster-saskatchewan,https://directory.iglesianicristo.net/locales/lloydminster-saskatchewan,"4709
49 Ave
Lloydminster, Saskatchewan
S9V 0T3, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,moose-jaw-saskatchewan,https://directory.iglesianicristo.net/locales/moose-jaw-saskatchewan,"1337 Montgomery St
Mooose Jaw, Saskatchewan
S6H 2X7, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,neepawa-manitoba,https://directory.iglesianicristo.net/locales/neepawa-manitoba,"535 Mountain Avenue
Neepawa, Manitoba
R0J 1H0, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,north-battleford-sas,https://directory.iglesianicristo.net/locales/north-battleford-sas,"1201 109th St.
North Battleford, Saskatchewan
S9A 2E7, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,portgage-la-prarie,https://directory.iglesianicristo.net/locales/portgage-la-prarie,"510 Goodale Drive
Portage La Prairie, MB
R1N 3M4, CANADA"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,prince-albert-saskatchewan,https://directory.iglesianicristo.net/locales/prince-albert-saskatchewan,"931 Exhibition Dr
Prince Albert, SK
, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,notre-dame-de-lourdes-manitoba,https://directory.iglesianicristo.net/locales/notre-dame-de-lourdes-manitoba,"113 Tweed Street
Rathwell, Manitoba
R0G 1S0, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,regina-saskatchewan,https://directory.iglesianicristo.net/locales/regina-saskatchewan,"70 McNaughton Avenue
Regina, Saskatchewan
S4R 4M3, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,saskatoon-saskatchewan,https://directory.iglesianicristo.net/locales/saskatoon-saskatchewan,"1022 Avenue L. South
Saskatoon, Saskatchewan
S7M 2J5, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,steinbach-manitoba-canada,https://directory.iglesianicristo.net/locales/steinbach-manitoba-canada,"304 2 Street
Steinbach , MB
R5G OT7, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,swift-current-saskatchewan,https://directory.iglesianicristo.net/locales/swift-current-saskatchewan,"1301 North Service Rd.
Swift Current, Saskatchewan
S9H 3X6, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,wainwright-alberta,https://directory.iglesianicristo.net/locales/wainwright-alberta,"1925 5A Ave.
Wainwright, AB
T9W 1J6, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,weston-manitoba-canada,https://directory.iglesianicristo.net/locales/weston-manitoba-canada,"199 Garrioch Avenue
Winnipeg, Manitoba
MB R3J 2T4, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,winkler-manitoba-canada,https://directory.iglesianicristo.net/locales/winkler-manitoba-canada,"Rosenfeld Good Neighbour Center
262 Main Street
Rosenfeld, MB
R0G 1X0, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,winnipeg-east-manitoba,https://directory.iglesianicristo.net/locales/winnipeg-east-manitoba,"359 Dowling Ave. East
Winnipeg, Manitoba
R2C 3M4, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,winnipeg-north-manitoba,https://directory.iglesianicristo.net/locales/winnipeg-north-manitoba,"199 Garrioch Ave.
Winnipeg, Manitoba
R3J 2T4, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,winnipeg-south-manitoba,https://directory.iglesianicristo.net/locales/winnipeg-south-manitoba,"485 Ingersoll St.
Winnipeg, Manitoba
R3G 0R7, Canada"
central-canada,https://directory.iglesianicristo.net/districts/central-canada,yorkton-saskatchewan,https://directory.iglesianicristo.net/locales/yorkton-saskatchewan,"90 Victoria Avenue
Yorkton, Saskatchewan (SK)
S3N 1S8, Canada"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,apra-heights,https://directory.iglesianicristo.net/locales/apra-heights,"209 Chalan Kindo Street
Sta. Rita, Guam
96915, United States of America"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,ebeye,https://directory.iglesianicristo.net/locales/ebeye,"La Bojie Restaurant
Ebeye Kwajelein
Atoll,
96970, Republic of Marshall Islands"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,saipan-north,https://directory.iglesianicristo.net/locales/saipan-north,"Leston Street
Garapan Village
Saipan,
96950, CNMI"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,harmon-guam,https://directory.iglesianicristo.net/locales/harmon-guam,"2026 Army Drive
Dededo, Guam
96929, United States of America"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,hagatna-ext,https://directory.iglesianicristo.net/locales/hagatna-ext,"B301 Garden Court Apt.
Kina Court
Toto, Barrigada
, Guam"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,inarajan-ext,https://directory.iglesianicristo.net/locales/inarajan-ext,"2129 Pale Duenas Street
Inarajan, Guam
96917, GUAM"
marianas-islands,https://directory.iglesianicristo.net/districts/marianas-islands,koblervillemp,https://directory.iglesianicristo.net/locales/koblervillemp,"Lot #005 I 593
Chalan Tomas Sablan
Koblervilla Village, Saipan
96950, CNMI"
